#, B(Y1), C(X2), D(Y2), E(X3), F(Y3), G(X4), H(Y4), I(X5), J(Y5), K(X6), L(Y6), M(X5), N(Y5), O(X6), P(Y6), Q(X5), R(Y5), S(X6), T(Y6)
#, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature, Time, Current density, Time, Temperature
#, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K, ps, 108 A/cm2, ps, K
#, 7.2 ps pulse, , 7.2 ps pulse, , 8.6 ps pulse, , 8.6 ps pulse, , 12.85 ps pulse, , 12.85 ps pulse, , 15.6 ps pulse, , 15.6 ps pulse, , 0.35 ns, , 0.35 ns
74.42, 2.968061054, 82.28019544, 417.8481836, 60.64, 3.282363341, 288.055699, 381.4860679, 69.328, 2.444205024, 90.45723389, 431.7872685, 59.42, 0, 53.22292378, 453.1050107, 610, 3.618199484, 868.8393819, 401.3174496
74.664, 2.990777027, 82.54676117, 417.8004539, 60.884, 3.238544513, 399.5409248, 369.6100166, 69.572, 2.611796395, 90.68568926, 431.7581269, --, --, 53.33399929, 453.0576023, 612, 3.47849921, 869.9209368, 401.1919964
74.908, 2.960820614, 82.83384522, 417.7834283, 61.128, 3.149682936, 622.5113763, 354.4090155, 69.816, 2.766335891, 91.14259999, 431.703029, --, --, 53.55615032, 452.9802506, 614, 3.338425405, 871.1214095, 401.0533875
75.152, 2.877988123, 83.12092926, 417.8035942, 61.372, 3.018916943, 845.4818278, 344.2301768, 70.06, 2.903382266, 92.05642144, 431.5705617, --, --, 53.77830135, 452.9240205, 616, 3.203394269, 872.2018348, 400.9289816
75.396, 2.743383247, 83.40801331, 417.8616121, 61.616, 2.850448505, 1095.481828, 336.5108312, 70.304, 3.018871088, 92.87886076, 431.4015254, --, --, 54.22260341, 452.912123, 618, 3.074899899, 874.3626856, 400.6818504
75.64, 2.559398584, 83.69509736, 417.943756, 61.86, 2.649291328, 1345.481828, 331.0562353, 70.548, 3.109181595, 93.36846347, 431.2738812, --, --, 54.66690547, 453.0071583, 620, 2.944911408, 876.5235364, 400.4362909
75.884, 2.329764548, 83.98218141, 418.0532363, 62.104, 2.421260143, 1595.481828, 327.0460422, 70.792, 3.171272447, 93.85806618, 431.127689, --, --, 55.00348119, 453.1367049, 622, 2.816977321, 879.2246058, 400.131888
76.128, 2.059351403, 84.26926546, 418.1845581, 62.348, 2.172754762, 1845.481828, 323.9913909, 71.036, 3.202731305, 94.16742852, 431.0255929, --, --, 55.29852526, 453.2843428, 624, 2.695206493, 881.9256752, 399.8297776
76.372, 1.754143521, 84.84343356, 418.4568135, 62.592, 1.910612052, 2095.481828, 321.4602363, 71.28, 3.201936905, 94.47679086, 430.9210542, --, --, 55.55868159, 453.4311253, 626, 2.581840106, 884.6267447, 399.529932
76.616, 1.4210671, 85.41760165, 418.6777054, 62.836, 1.641863183, 2345.481828, 319.4354311, 71.524, 3.16800076, 94.75521697, 430.8261388, --, --, 55.79282228, 453.5688496, 628, 2.479492846, 887.3278141, 399.2314772
76.86, 1.067866618, 86.11717341, 418.7492091, 63.08, 1.373637049, 2595.481828, 317.7990457, 71.768, 3.100853189, 94.99400803, 430.7447065, --, --, 56.02696297, 453.7033935, 630, 2.3743441, 890.0288835, 398.9348565
77.104, 0.702873266, 86.81674516, 418.5800786, 63.324, 1.112884217, , , 72.012, 3.001320221, 95.20891998, 430.671741, --, --, 56.26110367, 453.8260015, 632, 2.266954183, 892.729953, 398.6401699
77.348, 0.334803943, 87.2123853, 418.3902885, 63.568, 0.866251385, , , 72.256, 2.870973578, 95.40234073, 430.6065559, --, --, 56.72938505, 454.0148885, 634, 2.159937797, 896.4049372, 398.2423111
77.592, -0.027344611, 87.60802544, 418.1600578, 63.812, 0.639873558, , , 72.5, 2.712221649, 95.57641941, 430.5484109, --, --, 57.32322288, 454.0760993, 636, 2.055909651, 900.0799215, 397.8473329
77.836, -0.374705176, 87.80584551, 418.0343507, 64.056, 0.439217292, , , 72.744, 2.528215304, 95.7504981, 430.4908868, --, --, 57.91706072, 453.9190255, 638, 1.962340349, 903.0532849, 397.5295177
78.08, -0.698589886, 87.91459655, 417.9656013, 64.3, 0.268895046, , , 72.988, 2.32274856, 95.92457678, 430.4340621, --, --, 58.43886493, 453.627248, 640, 1.864475451, 906.0266483, 397.2131045
78.324, -0.990762156, 88.0233476, 417.8977996, 64.544, 0.132653134, , , 73.232, 2.100182619, 96.27273414, 430.3224342, --, --, 58.8488488, 453.3124707, 642, 1.765303197, 909.0000117, 396.8979226
78.568, -1.243673587, 88.06745177, 417.8704935, 64.788, 0.033104488, , , 73.476, 1.865378862, 96.6208915, 430.2143379, --, --, 58.98411264, 453.2064372, 644, 1.66855889, 911.9733751, 396.5842312
78.812, -1.450661622, 88.10265706, 417.8488474, 65.032, 0, , , 73.72, 1.623518415, 96.96904886, 430.1104605, --, --, 59.11937649, 453.100244, 646, 1.577791064, 913.657643, 396.4076081
79.056, -1.606014851, 88.13786236, 417.8273601, , , , , 73.964, 1.379973454, 97.40280873, 429.9881063, --, --, 59.16576327, 453.0638695, 648, 1.504579155, 915.3419109, 396.2316685
79.3, -1.705292741, 88.17306765, 417.8060384, , , , , 74.208, 1.140233271, 97.83656861, 429.8743392, --, --, 59.18953632, 453.0452509, 650, 1.429312831, 917.0261789, 396.0564282
79.544, -1.745295489, 88.24347823, 417.7641597, , , , , 74.452, 0.909692658, 98.27032849, 429.7695773, --, --, 59.21093207, 453.0285189, 652, 1.351618561, 918.7104468, 395.8816986
79.788, -1.724193485, 88.38429941, 417.6841911, , , , , 74.696, 0.693536003, 98.67207749, 429.6835741, --, --, 59.23018824, 453.0134827, 654, 1.27317723, 920.3947147, 395.7076415
80.032, -1.641668527, 88.49525837, 417.6237961, , , , , 74.94, 0.496598896, 99.07382649, 429.6032132, --, --, 59.26870058, 452.983518, 656, 1.195296195, 922.0789826, 395.5342918
80.276, -1.498793905, 88.60621733, 417.5662018, , , , , 75.184, 0.323284386, 99.47557548, 429.5263104, --, --, 59.34572525, 452.9241692, 658, 1.130862244, 923.7632506, 395.361653
80.52, -1.298122453, 88.71717629, 417.5115001, , , , , 75.428, 0.177371077, 99.87732448, 429.4502755, --, --, 59.38423759, 452.8946674, 660, 1.061759167, 925.4475185, 395.1896812
80.764, -1.043591676, 88.82813525, 417.4597375, , , , , 75.672, 0.06192161, 100.6808225, 429.2916173, --, --, 59.40349376, 452.8799635, 662, 0.99041491, 927.1317864, 395.0183148
81.008, -0.740451319, 88.94633482, 417.4079661, , , , , 75.916, -0.020713507, 101.4843205, 429.1144545, --, --, 59.41312185, 452.8726235, 664, 0.921685363, 927.508484, 394.9800712
81.252, -0.395098827, 89.05271443, 417.3640249, , , , , 76.16, -0.06906355, 102.2878185, 428.9125569, --, --, 59.41793589, 452.8689565, 666, 0.860613184, 928.2618792, 394.9036676
81.496, -0.015065374, 89.16835158, 417.3192405, , , , , 76.404, -0.08252707, 103.0042966, 428.7138595, --, --, 59.41853765, 452.8684982, 668, 0.821392518, 928.9399348, 394.8349953
81.74, 0.391355099, 89.27242501, 417.2812053, , , , , 76.648, -0.061400391, 103.4661228, 428.5767637, --, --, 59.41974116, 452.8675817, 670, 0.78684098, 929.6179905, 394.7664266
81.984, 0.815131566, 89.39779713, 417.2383224, , , , , 76.892, -0.006871567, 103.9279489, 428.4378942, --, --, 59.4198916, 452.8674671, 672, 0.757145333, 930.9741017, 394.6296658
82.228, 1.24679571, 89.52316925, 417.1980702, , , , , 77.136, 0.078993793, 104.3435925, 428.3125941, --, --, 59.41996682, 452.8674099, 674, 0.733612934, 932.330213, 394.4932333
82.472, 1.676648748, 89.64854137, 417.1599028, , , , , 77.38, 0.193318928, 104.7176716, 428.2001146, --, --, 59.42000443, 452.8673812, 676, 0.717177608, 935.0424356, 394.221742
82.716, 2.094958989, 89.77391349, 417.1234233, , , , , 77.624, 0.332484874, 105.0917508, 428.0882624, --, --, 59.42001604, 452.8673724, 678, 0.717364373, 937.7546582, 393.9517086
82.96, 2.492268655, 89.91135021, 417.0848206, , , , , 77.868, 0.492221591, 105.46583, 427.9771619, --, --, 59.42002649, 452.8673644, 680, 0.717551138, 940.4668808, 393.6831899
83.204, 2.859561435, 90.03504326, 417.0508178, , , , , 78.112, 0.667704377, 105.8399092, 427.866772, --, --, 59.42004737, 452.8673485, 682, 0.716990843, 945.3488814, 393.2045272
83.448, 3.188452385, 90.16780664, 417.0144868, , , , , 78.356, 0.853707772, 106.2561091, 427.7446862, --, --, 59.42008914, 452.8673167, 684, 0.716617313, 950.2308821, 392.7307342
83.692, 3.471490032, 90.28729368, 416.9816666, , , , , 78.6, 1.044698539, 106.672309, 427.6230623, --, --, 59.42017269, 452.8672531, 686, 0.717177608, 955.1128828, 392.2616566
83.936, 3.702210479, 90.42245813, 416.9437401, , , , , 78.844, 1.235003033, 107.0442004, 427.514569, --, --, 59.42033978, 452.8671259, 688, 0.726515861, 957.8738918, 391.9976403
84.18, 3.875418678, 90.54410613, 416.9087862, , , , , 79.088, 1.418982406, 107.3290019, 427.4315535, --, --, 59.42050687, 452.8669987, 690, 0.731745283, 960.3587999, 391.7611144
84.424, 3.987202236, 90.68357559, 416.8671171, , , , , 79.332, 1.591106339, 107.5853233, 427.3569079, --, --, 59.42084105, 452.8667442, 692, 0.731745283, 962.8437081, 391.5258052
84.668, 4.035092595, 90.80909811, 416.8282076, , , , , 79.576, 1.746160539, 107.8109325, 427.2912987, --, --, 59.42117524, 452.8664898, 694, 0.726889392, 965.3286162, 391.2917533
84.912, 4.018092671, 90.93462062, 416.7877538, , , , , 79.82, 1.879379501, 108.0117412, 427.233024, --, --, 59.4218436, 452.865981, 696, 0.717177608, 967.8135243, 391.0589781
85.156, 3.936719452, 91.06014313, 416.7457586, , , , , 80.064, 1.986515375, 108.1924691, 427.1807251, --, --, 59.42251197, 452.8654723, 698, 0.70914671, 970.2984325, 390.827491
85.4, 3.792960644, 91.18566564, 416.7022591, , , , , 80.308, 2.063997774, 108.3541751, 427.1340923, --, --, 59.4238487, 452.864455, 700, 0.694579034, 973.134691, 390.564886
85.644, 3.590270264, 91.31118816, 416.6578308, , , , , 80.552, 2.109020434, 108.3616629, 427.1319334, --, --, 59.42518543, 452.863438, 702, 0.674034876, 975.9709495, 390.3040667
85.888, 3.333433927, 91.43671067, 416.6122923, , , , , 80.796, 2.119593305, 108.3705191, 427.1293804, --, --, 59.42652216, 452.8624212, 704, 0.649195121, 978.807208, 390.0451355
86.132, 3.028488625, 91.6877557, 416.5188187, , , , , 81.04, 2.094644774, 108.3793753, 427.1268279, --, --, 59.42919562, 452.8603882, 706, 0.62155389, 981.6434665, 389.7881563
86.376, 2.682555716, 91.91369622, 416.4334279, , , , , 81.284, 2.033963864, 108.3882314, 427.124276, --, --, 59.43160173, 452.8585591, 708, 0.597647961, 984.479725, 389.5337434
86.62, 2.30366433, 92.00696734, 416.3981438, , , , , 81.528, 1.938303569, 108.4059438, 427.1191744, --, --, 59.43436737, 452.8564577, 710, 0.574302327, 987.3159835, 389.2811725
86.864, 1.900572591, 92.10023846, 416.3631679, , , , , 81.772, 1.809255333, 108.4413685, 427.1089804, --, --, 59.43713301, 452.8543573, 712, 0.553197874, 989.5315607, 389.0848937
87.108, 1.482557939, 92.28678069, 416.2952215, , , , , 82.016, 1.649343883, 108.5122179, 427.0886335, --, --, 59.43989865, 452.8522578, 714, 0.536575782, 991.1025737, 388.9460827
87.352, 1.059143791, 92.47332293, 416.2326848, , , , , 82.26, 1.461833475, 108.6539166, 427.0481401, --, --, 59.44266429, 452.8501593, 716, 0.525930173, 992.6735868, 388.8076355
87.596, 0.639941765, 92.65986516, 416.1755408, , , , , 82.504, 1.250702721, 108.7956154, 427.0078792, --, --, 59.44542993, 452.8480618, 718, 0.524436052, 994.2445998, 388.6695348
87.84, 0.234339909, 92.8464074, 416.1246068, , , , , 82.748, 1.020553677, 108.9373142, 426.9678731, --, --, 59.44819556, 452.8459653, 720, 0.529105179, 997.3866259, 388.3940661
88.084, -0.148637249, 93.21949187, 416.0394493, , , , , 82.992, 0.776479154, 109.2207118, 426.8891416, --, --, 59.4509612, 452.8438698, 722, 0.539190493, 1000.528652, 388.1196898
88.328, -0.500636355, 93.59257634, 415.9796343, , , , , 83.236, 0.523933759, 109.5041094, 426.8118654, --, --, 59.45372684, 452.8417753, 724, 0.554318464, 1003.670678, 387.8465831
88.572, -0.814076681, 93.92835237, 415.945241, , , , , 83.48, 0.268588458, 109.7875069, 426.7361507, --, --, 59.45649248, 452.8396818, 726, 0.573742032, 1006.812704, 387.5753615
88.816, -1.082437973, 94.36129443, 415.9151078, , , , , 83.724, 0.016182438, 110.0709045, 426.661492, --, --, 59.45925812, 452.8375893, 728, 0.597087666, 1009.640528, 387.3327009
89.06, -1.300327238, 94.79423649, 415.8842502, , , , , 83.968, -0.227548453, 110.3543021, 426.5881167, --, --, 59.46202376, 452.8354979, 730, 0.623234776, 1010.204187, 387.2843932
89.304, -1.463640899, 95.66012062, 415.7403222, , , , , 84.212, -0.457160252, 110.6376996, 426.5158744, --, --, 59.4647894, 452.8334074, 732, 0.651996597, 1011.331505, 387.1879915
89.548, -1.569653669, 96.11549893, 415.616723, , , , , 84.456, -0.667483124, 110.9210972, 426.4443871, --, --, 59.46755504, 452.831318, 734, 0.683559895, 1012.458823, 387.0918067
89.792, -1.617114063, 96.57087723, 415.4642709, , , , , 84.7, -0.853819259, 111.2044948, 426.3731338, --, --, 59.47032067, 452.8292296, 736, 0.717177608, 1013.586141, 386.9958444
90.036, -1.606162056, 96.80658913, 415.3775392, , , , , 84.944, -1.012066669, 111.4878924, 426.3015283, --, --, 59.47308631, 452.8271422, 738, 0.749114435, 1014.713459, 386.900042
90.28, -1.538462454, 96.95625794, 415.3215593, , , , , 85.188, -1.138808203, 112.0546875, 426.1546178, --, --, 59.47585195, 452.8250559, 740, 0.777315961, 1015.840777, 386.8044391
90.524, -1.417031489, 97.10592676, 415.2668603, , , , , 85.432, -1.231353293, 112.6214826, 426.0021605, --, --, 59.47861759, 452.8229706, 742, 0.799167475, 1016.968095, 386.7090561
90.768, -1.246209723, 97.25559557, 415.2142161, , , , , 85.676, -1.287866451, 112.7631814, 425.9630835, --, --, 59.48138323, 452.8208863, 744, 0.811680735, 1017.982681, 386.6234032
91.012, -1.031563126, 97.3902975, 415.1690177, , , , , 85.92, -1.307311112, 112.8114322, 425.9497515, --, --, 59.48414887, 452.8188031, 746, 0.812801325, 1018.456476, 386.5834885
91.256, -0.779667366, 97.52499944, 415.1264412, , , , , 86.164, -1.289561188, 112.8548579, 425.9377389, --, --, 59.48691451, 452.8167209, 748, 0.79860718, 1018.867153, 386.5489199
91.5, -0.498038608, 97.65970137, 415.0868381, , , , , 86.408, -1.235348655, 112.9417094, 425.9136808, --, --, 59.49244578, 452.8125597, 750, 0.77358066, 1019.27783, 386.5143773
91.744, -0.194856137, 97.92910523, 415.0153797, , , , , 86.652, -1.146243417, 112.9851351, 425.901646, --, --, 59.49797706, 452.8084027, 752, 0.741270302, 1020.099184, 386.4454152
91.988, 0.121241863, 98.1985091, 414.9562995, , , , , 86.896, -1.02457977, 112.9905633, 425.9001415, --, --, 59.50350834, 452.80425, 754, 0.705411408, 1020.600128, 386.403401
92.232, 0.44129224, 98.46791296, 414.9092959, , , , , 87.14, -0.873425522, 113.0014197, 425.8971324, --, --, 59.50903962, 452.8001016, 756, 0.669365749, 1021.101071, 386.3614198
92.476, 0.756364523, 98.73731683, 414.8721435, , , , , 87.384, -0.696476628, 113.0027768, 425.8967563, --, --, 59.51457089, 452.7959574, 758, 0.632386265, 1022.102959, 386.2776531
92.72, 1.057680555, 99.00672069, 414.8413518, , , , , 87.628, -0.497979434, 113.0034553, 425.8965682, --, --, 59.52563345, 452.7876822, 760, 0.599328847, 1022.738991, 386.2245434
92.964, 1.336903778, 99.54552842, 414.7730278, , , , , 87.872, -0.282544504, 113.0037946, 425.8964742, --, --, 59.54775856, 452.7712199, 762, 0.570753791, 1023.375023, 386.1715044
93.208, 1.586315912, 100.0843362, 414.6757142, , , , , 88.116, -0.055153303, 113.0039642, 425.8964271, --, --, 59.59200878, 452.7385869, 764, 0.546474331, 1024.647086, 386.0656893
93.452, 1.799001789, 100.6231439, 414.533721, , , , , 88.36, 0.179119968, 113.0039854, 425.8964213, --, --, 59.68050922, 452.6745181, 766, 0.525930173, 1025.691583, 385.9790112
93.696, 1.969057607, 100.950973, 414.4279263, , , , , 88.604, 0.415106362, 113.0039981, 425.8964178, --, --, 59.8575101, 452.5511741, 768, 0.50594631, 1026.631631, 385.9011446
93.94, 2.09176673, 101.1753905, 414.3504165, , , , , 88.848, 0.647756141, 113.0040061, 425.8964155, --, --, 60.21151185, 452.3221284, 770, 0.489697749, 1027.571678, 385.8234463
94.184, 2.163601843, 101.3180551, 414.3006207, , , , , 89.092, 0.872218099, 113.0040133, 425.8964135, --, --, 60.91951537, 451.9191422, 772, 0.47867861, 1028.511725, 385.7458839
94.428, 2.182456718, 101.4607197, 414.2519523, , , , , 89.336, 1.083964845, 113.0040206, 425.8964115, --, --, 62.3355224, 451.2472621, 774, 0.474756543, 1030.39182, 385.5913856
94.672, 2.147587472, 101.7460489, 414.1639, , , , , 89.58, 1.27892967, 113.004035, 425.8964075, --, --, 65.16753646, 450.1374891, 776, 0.478118314, 1034.15201, 385.284869
94.916, 2.059730392, 102.0313781, 414.1038841, , , , , 89.824, 1.453560619, 113.004064, 425.8963995, --, --, 70.83156458, 448.1989671, 778, 0.485775682, 1037.53618, 385.010951
95.16, 1.920960254, 102.3167073, 414.0724177, , , , , 90.068, 1.604903199, 113.0041218, 425.8963834, --, --, 82.15962083, 444.618492, 780, 0.497168352, 1040.920351, 384.7389831
95.404, 1.734765648, 102.6020365, 414.0732218, , , , , 90.312, 1.730664398, 113.0042376, 425.8963514, --, --, 104.8157333, 438.0459623, 782, 0.509494847, 1043.348827, 384.5448572
95.648, 1.505900606, 102.8873657, 414.0966504, , , , , 90.556, 1.829252879, 113.004469, 425.8962872, --, --, 150.1279583, 426.720154, 784, 0.520140456, 1045.777303, 384.3517912
95.892, 1.240232583, 103.1726949, 414.1489937, , , , , 90.8, 1.899820648, 113.0047005, 425.8962231, --, --, 240.7524082, 409.2339758, 786, 0.525930173, 1047.962932, 384.1789094
96.136, 0.944660048, 103.4580241, 414.2289001, , , , , 91.044, 1.942201945, 113.0051635, 425.8960947, --, --, 331.3768582, 395.4946481, 788, 0.523315462, 1050.148561, 384.0068888
96.38, 0.626913972, 103.7433533, 414.3297726, , , , , 91.288, 1.956999052, 113.0056264, 425.8959664, --, --, 512.6257581, 376.8860585, 790, 0.511362497, 1052.07849, 383.8556586
96.624, 0.295326773, 104.0286825, 414.4420716, , , , , 91.532, 1.945440123, 113.0065523, 425.8957098, --, --, 693.874658, 363.8258069, 792, 0.490631574, 1054.008419, 383.7050278
96.868, -0.041312808, 104.5993409, 414.6467725, , , , , 91.776, 1.909399001, 113.0074782, 425.8954531, --, --, 893.874658, 353.6381782, 794, 0.463177108, 1055.938348, 383.5549327
97.112, -0.374038771, 105.1699993, 414.767605, , , , , 92.02, 1.851257298, 113.008404, 425.8951965, --, --, 1093.874658, 346.1949947, 796, 0.430306456, 1057.868277, 383.405135
97.356, -0.693872282, 105.7406577, 414.748582, , , , , 92.264, 1.773930542, 113.0102558, 425.8946832, --, --, 1293.874658, 340.5936933, 798, 0.395194622, 1059.798207, 383.2557121
97.6, -0.992136432, 106.3113161, 414.5857846, , , , , 92.508, 1.680678585, 113.0121076, 425.8941699, --, --, 1493.874658, 335.9371799, 800, 0.357468077, 1061.728136, 383.1066934
97.844, -1.260604053, 106.799798, 414.3596216, , , , , 92.752, 1.575029488, 113.0158111, 425.8931433, --, --, 1693.874658, 332.2571174, 802, 0.318060647, 1063.658065, 382.9581115
98.088, -1.491736155, 107.1828061, 414.1455702, , , , , 92.996, 1.46072676, 113.0188286, 425.8923069, --, --, 1893.874658, 329.3550501, 804, 0.278279686, 1065.587994, 382.8101389
98.332, -1.678879452, 107.2941787, 414.0831734, , , , , 93.24, 1.341557151, 113.0218461, 425.8914705, --, --, 2093.874658, 327.066985, 806, 0.23905902, 1069.447853, 382.5163887
98.576, -1.816388163, 107.3387825, 414.0582721, , , , , 93.484, 1.221262914, 113.0245619, 425.8907177, , , , , 808, 0.204320716, 1072.847469, 382.2593188
98.82, -1.899855909, 107.3610843, 414.0458514, , , , , 93.728, 1.103480893, 113.0272777, 425.8899648, , , , , 810, 0.171450064, 1075.602925, 382.052031
99.064, -1.926169521, 107.3797748, 414.0354669, , , , , 93.972, 0.991584276, 113.0297218, 425.8892873, , , , , 812, 0.141567652, 1078.683262, 381.8215681
99.308, -1.893592513, 107.3960203, 414.0264601, , , , , 94.216, 0.888673835, 113.032166, 425.8886098, , , , , 814, 0.115980837, 1081.455566, 381.6149059
99.552, -1.801843192, 107.4285111, 414.0085355, , , , , 94.46, 0.797430016, 113.0346102, 425.8879322, , , , , 816, 0.095623444, 1083.199863, 381.4855011
99.796, -1.652099175, 107.4934929, 413.9731316, , , , , 94.704, 0.720088941, 113.0370544, 425.8872547, , , , , 818, 0.08479107, 1084.944159, 381.356523
100.04, -1.446950637, 107.6234564, 413.9047967, , , , , 94.948, 0.658381104, 113.0394986, 425.8865771, , , , , 820, 0.079561648, 1086.196664, 381.2641236
100.284, -1.190392199, 107.7534199, 413.8394344, , , , , 95.192, 0.61353758, 113.0419428, 425.8858995, , , , , 822, 0.079748413, 1086.8668, 381.2147534
100.528, -0.887664707, 107.8543313, 413.7907123, , , , , 95.436, 0.586218551, 113.044387, 425.885222, , , , , 824, 0.0851646, 1087.469923, 381.1703668
100.772, -0.545183001, 107.9607769, 413.7417882, , , , , 95.68, 0.576563474, 113.0468312, 425.8845444, , , , , 826, 0.095623444, 1088.676169, 381.0818141
101.016, -0.170390858, 108.0565779, 413.6998336, , , , , 95.924, 0.584167338, 113.0492753, 425.8838669, , , , , 828, 0.113739656, 1089.742373, 381.0037038
101.26, 0.228488614, 108.1739373, 413.6516967, , , , , 96.168, 0.608139767, 113.0517195, 425.8831893, , , , , 830, 0.133536754, 1090.808578, 380.9257574
101.504, 0.642585017, 108.2912966, 413.6068567, , , , , 96.412, 0.647148586, 113.0541637, 425.8825117, , , , , 832, 0.153894147, 1091.874782, 380.8479698
101.748, 1.062584158, 108.4086559, 413.5652331, , , , , 96.656, 0.699435767, 113.0566079, 425.8818342, , , , , 834, 0.173317714, 1094.007191, 380.6930131
101.992, 1.479016989, 108.5260153, 413.5267314, , , , , 96.9, 0.762928592, 113.0590521, 425.8811566, , , , , 836, 0.191247161, 1096.1396, 380.5386951
102.236, 1.882462406, 108.6433746, 413.4911462, , , , , 97.144, 0.835323726, 113.0614963, 425.8804791, , , , , 838, 0.209736903, 1098.020855, 380.4030351
102.48, 2.263717855, 108.7607339, 413.4573725, , , , , 97.388, 0.914085927, 113.0663847, 425.8791239, , , , , 840, 0.223931049, 1099.90211, 380.267871
102.724, 2.614116861, 108.9954526, 413.3963715, , , , , 97.632, 0.996616697, 113.071273, 425.8777688, , , , , 842, 0.233456068, 1101.519635, 380.1519821
102.968, 2.925669659, 109.2301713, 413.3424373, , , , , 97.876, 1.080289495, 113.0761614, 425.8764137, , , , , 844, 0.238498725, 1103.13716, 380.0364546
103.212, 3.191278439, 109.6996086, 413.2408423, , , , , 98.12, 1.162543955, 113.0810498, 425.8750586, , , , , 846, 0.23905902, 1104.754685, 379.9212832
103.456, 3.404928709, 110.2463776, 413.1108687, , , , , 98.364, 1.240947024, 113.0859382, 425.8737035, , , , , 848, 0.23793843, 1106.37221, 379.8063506
103.7, 3.561807037, 110.7931465, 412.9529238, , , , , 98.608, 1.313258052, 113.0957149, 425.8709934, , , , , 850, 0.232335477, 1107.989735, 379.6917427
103.944, 3.658387559, 111.1297529, 412.841283, , , , , 98.852, 1.377509807, 113.1054917, 425.8682834, , , , , 852, 0.222250163, 1109.445507, 379.5889002
104.188, 3.69260216, 111.4663592, 412.7231168, , , , , 99.096, 1.432043606, 113.1250451, 425.862864, , , , , 854, 0.208429548, 1110.90128, 379.4863568
104.432, 3.663795704, 111.5963188, 412.6765276, , , , , 99.34, 1.475561538, 113.1641521, 425.8520282, , , , , 856, 0.191247161, 1112.357052, 379.3841167
104.676, 3.572811826, 111.7262784, 412.6303684, , , , , 99.584, 1.507119223, 113.2423661, 425.8303742, , , , , 858, 0.174811835, 1115.268597, 379.1805549
104.92, 3.421921651, 111.856238, 412.5852037, , , , , 99.828, 1.52616527, 113.3987941, 425.7871626, , , , , 860, 0.159683864, 1117.888988, 378.9984055
105.164, 3.214759726, 111.9861976, 412.5415319, , , , , 100.072, 1.53254359, 113.7116501, 425.7011906, , , , , 862, 0.148291194, 1120.223477, 378.8373746
105.408, 2.956274721, 112.2461167, 412.4656627, , , , , 100.316, 1.526469159, 114.337362, 425.5309498, , , , , 864, 0.142314712, 1122.557966, 378.6770751
105.652, 2.652592214, 112.4646559, 412.4104001, , , , , 100.56, 1.508483048, 115.5887859, 425.19554, , , , , 866, 0.143435303, 1124.892456, 378.5175181
105.896, 2.310832681, 112.6831951, 412.3644281, , , , , 100.804, 1.47950414, 118.0916337, 424.5373127, , , , , 868, 0.152586791, 1127.226945, 378.3584441
106.14, 1.938988489, 112.8798803, 412.3307937, , , , , 101.048, 1.440658518, 123.0973292, 423.2522454, , , , , 870, 0.168648587, 1129.561434, 378.2000479
106.384, 1.545652252, 113.0765656, 412.3046536, , , , , 101.292, 1.393329871, 133.1087202, 420.7777724, , , , , 872, 0.189939806, 1131.895924, 378.0423771
106.628, 1.139895318, 113.2732508, 412.2854095, , , , , 101.536, 1.339072526, 153.1315022, 416.1602539, , , , , 874, 0.2140325, 1134.230413, 377.8855169
106.872, 0.730965363, 113.6666213, 412.2589063, , , , , 101.78, 1.279518959, 193.1770663, 408.0346538, , , , , 876, 0.23905902, 1136.564902, 377.7294973
107.116, 0.328137099, 114.0599918, 412.2444462, , , , , 102.024, 1.216378003, 273.2681945, 395.0632541, , , , , 878, 0.26221789, 1138.899391, 377.5743119
107.36, -0.059575977, 114.4533623, 412.2307498, , , , , 102.268, 1.151300783, 433.4504508, 377.1288226, , , , , 880, 0.283135578, 1143.56837, 377.2678083
107.604, -0.423617584, 114.8467328, 412.20575, , , , , 102.512, 1.085904386, 593.6327072, 364.3269245, , , , , 882, 0.30199885, 1145.591267, 377.1355162
107.848, -0.756062676, 115.305295, 412.147541, , , , , 102.756, 1.021622823, 843.6327072, 351.35483, , , , , 884, 0.319181237, 1147.614164, 377.0036179
108.092, -1.049818581, 115.7638572, 412.0530158, , , , , 103, 0.959751881, 1093.632707, 342.5389257, , , , , 886, 0.334682738, 1149.434772, 376.8852208
108.336, -1.298820086, 116.2224194, 411.9249619, , , , , 103.244, 0.901332747, 1343.632707, 336.2919017, , , , , 888, 0.347009233, 1151.255379, 376.7671611
108.58, -1.49814371, 116.6351253, 411.7886586, , , , , 103.488, 0.847172856, 1593.632707, 331.3637485, , , , , 890, 0.358215137, 1154.896594, 376.5326784
108.824, -1.644103366, 116.845389, 411.7127147, , , , , 103.732, 0.797799527, 1843.632707, 327.6682, , , , , 892, 0.368113686, 1157.527468, 376.3642454
109.068, -1.734356265, 117.0556527, 411.6364375, , , , , 103.976, 0.753437026, 2093.632707, 325.0901252, , , , , 894, 0.376518115, 1159.895254, 376.2134718
109.312, -1.767932729, 117.1522819, 411.6014496, , , , , 104.22, 0.714034919, 2343.632707, 322.8842865, , , , , 896, 0.382494597, 1162.263041, 376.0635603
